id_municipio;tvt212;tvt213;tvt214;tvt215;tvt216;tvt217;tvt218;tvt219;tvt220;tvt221;tvt222;tvt223;tvt224;tvt225;tvt226;tvt227;tvt228;tvt229;tvt230;tvt231;tvt232;tvt233;tvt234;tvt235
27615;-.0017986086;-.001155728;-.00050980557;.00014453508;.00081462169;.0015092151;.0022379158;.0030107291;.0038375002;.0047276048;.0056898016;.0067317588;.0078599332;.0090797804;.010395377;.011808654;.013319249;.014923916;.016616087;.01838568;.02021848;.022095647;.023994002;.025899135
27660;.022775427;.024172874;.025574734;.026986806;.028416574;.029854657;.031294577;.032731358;.034162212;.035584483;.03699699;.038399044;.039789088;.041165292;.042525727;.043869242;.045196049;.046507832;.047807615;.049099278;.050386894;.05167231;.052955277;.05423652
27787;.00995511;.010671521;.011388632;.012107086;.012826584;.01354619;.014264509;.014980094;.015690619;.016393857;.01708838;.01777314;.018447373;.019111061;.019765615;.020412801;.021054756;.021693934;.022333022;.022973675;.02361666;.024261188;.024905806;.025550218
27800;.0035571582;.0044034771;.0052519939;.0061058635;.0069689555;.0078458171;.0087366411;.0096367141;.010542256;.011450174;.012358;.013263511;.014164249;.015057278;.015939392;.01680615;.017652016;.018471787;.019261416;.020021934;.020759262;.021481751;.022195036;.022904571
41001;.13224822;.13267376;.1330988;.13352136;.13393761;.13434504;.13474344;.1351361;.13552903;.13592958;.13634692;.13679034;.13726817;.13778743;.13835265;.1389651;.13962375;.14032552;.14106597;.14183924;.14263812;.14345431;.14427939;.14510755
41006;.011928482;.01318972;.014451443;.015715552;.016985528;.018265888;.019560659;.020872297;.022200942;.023544826;.024900198;.026261913;.027624723;.02898361;.030333074;.03166743;.032980815;.034268908;.035530318;.03676606;.037980258;.039179172;.040369377;.041556291
41013;.0012500049;.0018372693;.0024237523;.0030094162;.0035950858;.0041822875;.0047730892;.0053702858;.0059736888;.006579753;.0071852193;.0077875601;.0083847996;.0089749917;.0095560476;.010126184;.010684306;.011230262;.011764685;.012288916;.012805274;.013316371;.013824238;.014330806
41016;.017690515;.018309962;.018926725;.019535625;.020130849;.020705845;.021253748;.021769134;.022247201;.022683952;.023076268;.023421941;.023720771;.023974832;.024187984;.024366001;.024515342;.024642132;.024751499;.024848184;.024936393;.025019353;.025099132;.025177535
41020;.017294846;.018711686;.020123253;.021520881;.02289384;.024231322;.025523318;.026761714;.02794035;.029054983;.030103451;.031085843;.0320042;.032862023;.033663403;.034413237;.035117026;.035781864;.036414672;.037022851;.037614048;.038194623;.038769066;.03934107
41026;.0062992848;.0072332928;.0081688557;.0091075627;.01005028;.010997752;.01194998;.012906212;.013865658;.014827743;.01579163;.016755575;.017715573;.018665729;.019602265;.020522563;.02142467;.0223088;.023175567;.024026217;.024863154;.025689755;.026509224;.02732566
41078;.028117951;.030768337;.033408776;.036018826;.038567867;.04101659;.043333087;.045494691;.047487706;.049305327;.050946929;.052416645;.053721778;.054872688;.055882484;.056768388;.057551295;.058252182;.058890823;.059484083;.060046073;.060588129;.061119344;.061646756
41132;.052448884;.051403642;.050360061;.049320173;.048287384;.047266148;.046261396;.045279503;.044327971;.043415144;.042550255;.041741639;.040992334;.040302522;.039669748;.039090127;.03855833;.038068853;.037615608;.037192479;.03679296;.036409665;.036034483;.035662178
41206;.010756675;.011179816;.011602706;.012026057;.012451467;.012881444;.013319577;.013770297;.014238428;.014729389;.01524832;.015799403;.016385216;.017007014;.017664304;.018354578;.019072989;.019813985;.020571535;.021340625;.02211784;.022899859;.023684116;.024468882
41244;-.0030794505;-.0019171148;-.00075285457;.0004164532;.0015944019;.0027843246;.003988558;.0052076983;.0064398493;.0076798592;.0089235445;.010167534;.011408626;.012643629;.013869191;.015082265;.016280578;.017463243;.018629953;.019781915;.020921668;.022052919;.023178862;.024302175
41298;.042337;.042175256;.042013276;.041850388;.041686162;.04152;.041350573;.041179143;.041008275;.04084111;.040680695;.040530056;.040391468;.040266428;.040154804;.04005539;.03996652;.039886903;.039814573;.039747499;.039684128;.039623149;.039563175;.039503444
41306;.038364477;.03918869;.040009215;.040819764;.041613139;.042382088;.043118309;.043813948;.044463672;.045063309;.045611676;.046109304;.046559159;.046965066;.047330089;.047657274;.047950547;.048216384;.048461337;.048691757;.048911858;.049124073;.0493287;.049528781
41319;.0031725802;.0037994834;.0044244039;.0050474475;.0056703067;.0062961825;.0069298618;.0075773313;.0082402453;.008915524;.0096015176;.010297323;.011002139;.011714847;.012433675;.013156082;.013879608;.014603062;.015325795;.01604755;.016768655;.017489631;.018210141;.018930223
41349;.05488297;.055041239;.055190876;.055315502;.05539586;.055412792;.055347811;.055187125;.054921929;.054551277;.054083724;.053532183;.052911069;.052235186;.051516086;.050763551;.049985398;.049186986;.048372775;.047547597;.046716843;.045884479;.045051791;.04421898
41357;.027685991;.028131364;.028567879;.028980017;.029351451;.029664358;.029900331;.030043675;.030082077;.030006658;.029813506;.029505689;.029091645;.028583406;.027995536;.027345216;.026649181;.025922842;.025177928;.024422873;.023664139;.022904787;.022144886;.021384489
41359;.0024495057;.0033568242;.0042642108;.0051720613;.0060805962;.0069898511;.0078998534;.0088109337;.0097231427;.010635994;.011548158;.012457843;.01336237;.014258323;.015141321;.016006794;.016850876;.017670821;.0184655;.019236032;.019986447;.020722868;.021451455;.022177333
41378;.0093069598;.010651323;.011995549;.013338167;.01467551;.016003164;.017318873;.018623265;.019918103;.021205591;.022487879;.02376619;.025040505;.026309323;.027569201;.028815283;.030042099;.031246895;.032428842;.033589762;.034734145;.03586781;.036995471;.038120929
41396;.0433819;.044445578;.045504369;.046549879;.047572337;.048561178;.049506124;.050399601;.051235892;.052010171;.05271861;.053358763;.053929355;.054432064;.054869249;.055244464;.055562306;.055829939;.056055881;.056250781;.056424309;.056584463;.056735851;.056884639
41483;.019565566;.020172447;.020772146;.021352511;.021895649;.022378631;.022779051;.023074586;.023244219;.02326693;.023124332;.022801325;.022286732;.02157406;.020662369;.019557476;.018273352;.016832875;.015266636;.013615943;.011912562;.010179746;.0084333057;.0066826888
41503;.0020427965;.002220582;.0023970907;.0025704398;.0027382202;.0028976239;.003045381;.003177749;.0032903643;.0033782478;.0034358213;.0034569362;.0034347384;.003361691;.0032361075;.003062472;.0028523798;.0026155121;.0023597681;.0020914115;.0018152313;.0015347097;.0012521942;.00096907292
41518;.012468816;.013881149;.015295881;.016718397;.018158332;.019628311;.021143375;.022719579;.02437268;.026117245;.027965935;.029928159;.032007098;.034202848;.036510728;.038922604;.041427169;.044009641;.046651375;.049333215;.052038334;.054754037;.057471666;.060188796
41524;.03008849;.030746477;.031397894;.032032475;.032637842;.033201095;.033710521;.034157746;.034537375;.034845762;.035082351;.035247009;.035339758;.035363302;.035321716;.035221089;.035068996;.034874272;.034645375;.034391012;.034119051;.033834841;.033542339;.033246387
41530;.010725277;.012362421;.013997104;.015623368;.017231442;.018808981;.020349579;.021856243;.023319265;.024715273;.026030421;.027255964;.028386343;.029425662;.030378504;.03125041;.03204862;.032782294;.033461776;.034098394;.034703888;.035289202;.035863515;.036433779
41548;.0026799513;.0035047547;.004330487;.0051585804;.0059901234;.0068257591;.0076652057;.0085067283;.0093464274;.010177662;.010990885;.011783984;.012562755;.013329688;.014084626;.014826087;.015552834;.016264301;.016960396;.017642127;.018312413;.018974684;.019631825;.02028686
41551;.066938765;.06657549;.066210084;.065839194;.065460525;.065073237;.064677492;.064276025;.063873015;.06347467;.063088834;.062716216;.062349435;.061983347;.061613705;.06123697;.060850866;.060454339;.060046822;.059627991;.059199426;.058763679;.058323417;.057881236
41615;.07035961;.070521057;.070673637;.070800617;.070880987;.070890807;.070804775;.070596352;.07023336;.069680102;.068896398;.067884676;.0666935;.065367669;.063945502;.062460378;.060939681;.059406258;.057876863;.056363001;.054868724;.053391099;.051923562;.050459806
41660;.010227089;.011776277;.013319072;.014843179;.01632943;.017753944;.019096863;.020344628;.021489536;.022527101;.023455884;.024278028;.024997463;.02562012;.026152838;.026604401;.026987799;.02732045;.027623679;.027923269;.028227735;.028528145;.028821098;.029110184
41668;.0031537737;.0039344532;.0047152303;.0054960013;.0062763379;.0070550484;.0078299753;.0085983668;.0093566356;.010100328;.010823982;.01152615;.012208754;.012873084;.013519568;.014148209;.014758789;.015351899;.015928809;.016491437;.017042721;.01758616;.018124782;.018661387
41676;.0049614897;.0056141512;.0062637124;.006908752;.0075491145;.0081849303;.008815811;.0094405022;.010056192;.01065834;.011240995;.011804883;.012358551;.012908564;.01345937;.014013214;.014571044;.015133452;.015699822;.016269371;.016841583;.017416056;.017991571;.018567128
41770;.017575732;.018824657;.020062599;.021282502;.022480575;.023655558;.024807895;.025939371;.027053177;.028153619;.029245604;.030330343;.031403501;.032460999;.033499353;.034516107;.035509922;.036481123;.037431382;.038363073;.039279811;.040185805;.041085161;.041981839
